,,,,age,sex,race,eth
5002.0,23.0,561100.0,37,18,1,5,0
5002.0,23.0,561100.0,38,18,1,17,0
4004.0,27.0,761100.0,0,0,0,6,0
4004.0,27.0,761100.0,1,0,1,0,0
4004.0,27.0,761100.0,2,1,0,0,0
4004.0,27.0,761100.0,3,1,1,0,0
4004.0,27.0,761100.0,4,2,0,0,0
4004.0,27.0,761100.0,5,3,0,6,0
4004.0,27.0,761100.0,6,4,0,6,0
4004.0,27.0,761100.0,7,4,1,0,0
4004.0,27.0,761100.0,8,5,1,0,0
4004.0,27.0,761100.0,9,7,0,0,0
4004.0,27.0,761100.0,10,7,1,0,0
4004.0,27.0,761100.0,11,8,0,0,0
4004.0,27.0,761100.0,12,8,1,0,0
4004.0,27.0,761100.0,13,9,0,0,0
4004.0,27.0,761100.0,14,9,1,0,0
4004.0,27.0,761100.0,15,10,1,21,1
4004.0,27.0,761100.0,16,11,0,0,0
4004.0,27.0,761100.0,17,12,0,0,0
4004.0,27.0,761100.0,18,13,0,0,0
4004.0,27.0,761100.0,19,13,1,0,0
4004.0,27.0,761100.0,20,13,1,7,1
4004.0,27.0,761100.0,21,14,0,1,0
4004.0,27.0,761100.0,22,14,0,21,1
4004.0,27.0,761100.0,23,14,1,0,0
4004.0,27.0,761100.0,24,15,0,1,0
4004.0,27.0,761100.0,25,15,1,0,0
4004.0,27.0,761100.0,26,16,0,0,0
4004.0,27.0,761100.0,27,16,1,0,0
4004.0,27.0,761100.0,28,17,0,0,0
4004.0,27.0,761100.0,29,18,0,0,1
4004.0,27.0,761100.0,30,18,0,2,1
4004.0,27.0,761100.0,31,18,1,0,0
4004.0,27.0,761100.0,32,18,1,1,0
4004.0,27.0,761100.0,33,18,1,7,0
2003.0,17.0,335400.0,0,0,0,0,0
2003.0,17.0,335400.0,1,0,1,0,0
2003.0,17.0,335400.0,2,1,0,0,0
2003.0,17.0,335400.0,3,1,1,0,0
2003.0,17.0,335400.0,4,2,1,0,0
2003.0,17.0,335400.0,5,3,1,0,0
2003.0,17.0,335400.0,6,4,1,0,0
2003.0,17.0,335400.0,7,5,0,0,0
2003.0,17.0,335400.0,8,6,0,0,1
2003.0,17.0,335400.0,9,6,0,3,0
2003.0,17.0,335400.0,10,7,1,0,0
2003.0,17.0,335400.0,11,8,0,0,0
2003.0,17.0,335400.0,12,8,1,0,0
2003.0,17.0,335400.0,13,8,1,8,0
2003.0,17.0,335400.0,14,9,0,0,0
2003.0,17.0,335400.0,15,9,1,0,0
2003.0,17.0,335400.0,16,10,0,0,0
2003.0,17.0,335400.0,17,10,1,0,0
2003.0,17.0,335400.0,18,11,0,0,0
2003.0,17.0,335400.0,19,11,1,0,0
2003.0,17.0,335400.0,20,12,0,0,0
2003.0,17.0,335400.0,21,12,1,0,0
2003.0,17.0,335400.0,22,13,0,0,0
2003.0,17.0,335400.0,23,13,1,0,0
2003.0,17.0,335400.0,24,14,1,8,0
2003.0,17.0,335400.0,25,15,0,0,0
2003.0,17.0,335400.0,26,15,1,0,0
2003.0,17.0,335400.0,27,16,0,0,0
2003.0,17.0,335400.0,28,16,1,0,0
2003.0,17.0,335400.0,29,17,0,0,0
2003.0,17.0,335400.0,30,17,1,0,0
2003.0,17.0,335400.0,31,18,1,0,0
2003.0,17.0,335400.0,32,18,1,0,1
2003.0,17.0,335400.0,33,18,1,3,0
3004.0,9.0,217600.0,0,1,0,0,0
3004.0,9.0,217600.0,1,1,1,0,0
3004.0,9.0,217600.0,2,2,1,0,0
3004.0,9.0,217600.0,3,3,1,0,0
3004.0,9.0,217600.0,4,4,0,0,0
3004.0,9.0,217600.0,5,4,0,5,1
3004.0,9.0,217600.0,6,4,1,0,0
3004.0,9.0,217600.0,7,5,0,0,0
3004.0,9.0,217600.0,8,5,1,0,0
3004.0,9.0,217600.0,9,6,0,0,0
3004.0,9.0,217600.0,10,6,1,0,0
3004.0,9.0,217600.0,11,7,0,0,0
3004.0,9.0,217600.0,12,7,1,0,0
3004.0,9.0,217600.0,13,8,1,0,0
3004.0,9.0,217600.0,14,9,0,10,0
3004.0,9.0,217600.0,15,9,1,0,0
3004.0,9.0,217600.0,16,11,0,0,0
3004.0,9.0,217600.0,17,11,1,0,0
3004.0,9.0,217600.0,18,13,0,10,1
3004.0,9.0,217600.0,19,13,1,0,0
3004.0,9.0,217600.0,20,14,0,0,0
3004.0,9.0,217600.0,21,15,0,0,0
3004.0,9.0,217600.0,22,15,1,0,0
3004.0,9.0,217600.0,23,16,0,0,0
3004.0,9.0,217600.0,24,17,1,10,0
3004.0,9.0,217600.0,25,18,0,0,0
3004.0,9.0,217600.0,26,18,0,7,0
3004.0,9.0,217600.0,27,18,0,10,1
3004.0,9.0,217600.0,28,18,0,21,0
3004.0,9.0,217600.0,29,18,1,2,0
3004.0,9.0,217600.0,30,18,1,3,0
3004.0,9.0,217600.0,31,18,1,6,0
3013.0,23.0,522102.0,0,0,0,0,0
3013.0,23.0,522102.0,1,0,1,0,0
3013.0,23.0,522102.0,2,1,0,0,0
3013.0,23.0,522102.0,3,1,1,0,0
3013.0,23.0,522102.0,4,2,1,0,0
3013.0,23.0,522102.0,5,3,0,0,0
3013.0,23.0,522102.0,6,3,1,0,0
3013.0,23.0,522102.0,7,4,0,0,0
3013.0,23.0,522102.0,8,4,1,0,0
3013.0,23.0,522102.0,9,5,0,0,0
3013.0,23.0,522102.0,10,5,1,0,0
3013.0,23.0,522102.0,11,6,0,0,0
3013.0,23.0,522102.0,12,6,1,0,0
3013.0,23.0,522102.0,13,7,0,0,0
3013.0,23.0,522102.0,14,7,1,0,0
3013.0,23.0,522102.0,15,8,0,0,0
3013.0,23.0,522102.0,16,8,1,0,0
3013.0,23.0,522102.0,17,9,0,0,0
3013.0,23.0,522102.0,18,9,1,0,0
3013.0,23.0,522102.0,19,10,0,0,0
3013.0,23.0,522102.0,20,10,1,0,0
3013.0,23.0,522102.0,21,11,0,0,0
3013.0,23.0,522102.0,22,11,1,0,0
3013.0,23.0,522102.0,23,12,0,0,0
3013.0,23.0,522102.0,24,12,1,0,0
3013.0,23.0,522102.0,25,13,0,0,0
3013.0,23.0,522102.0,26,13,1,0,0
3013.0,23.0,522102.0,27,14,1,0,0
3013.0,23.0,522102.0,28,15,1,0,0
3013.0,23.0,522102.0,29,16,0,0,0
3013.0,23.0,522102.0,30,17,0,0,0
3013.0,23.0,522102.0,31,17,1,0,0
3013.0,23.0,522102.0,32,18,0,0,1
3013.0,23.0,522102.0,33,18,1,0,0
2027.0,23.0,506102.0,0,1,0,0,0
2027.0,23.0,506102.0,1,1,1,0,0
2027.0,23.0,506102.0,2,2,1,0,0
2027.0,23.0,506102.0,3,3,1,0,0
2027.0,23.0,506102.0,4,4,0,0,0
2027.0,23.0,506102.0,5,4,1,0,0
2027.0,23.0,506102.0,6,5,0,0,0
2027.0,23.0,506102.0,7,5,1,0,0
2027.0,23.0,506102.0,8,6,0,0,0
2027.0,23.0,506102.0,9,6,1,0,0
2027.0,23.0,506102.0,10,7,0,0,0
2027.0,23.0,506102.0,11,7,1,0,0
2027.0,23.0,506102.0,12,8,0,0,0
2027.0,23.0,506102.0,13,8,1,0,0
2027.0,23.0,506102.0,14,9,0,0,0
2027.0,23.0,506102.0,15,9,0,0,1
2027.0,23.0,506102.0,16,9,0,3,0
2027.0,23.0,506102.0,17,9,1,0,0
2027.0,23.0,506102.0,18,10,0,0,0
2027.0,23.0,506102.0,19,10,1,0,0
2027.0,23.0,506102.0,20,11,0,0,0
2027.0,23.0,506102.0,21,11,1,0,0
2027.0,23.0,506102.0,22,12,0,0,0
2027.0,23.0,506102.0,23,12,1,0,0
2027.0,23.0,506102.0,24,13,0,0,0
2027.0,23.0,506102.0,25,13,1,0,0
2027.0,23.0,506102.0,26,14,0,0,0
2027.0,23.0,506102.0,27,14,1,0,0
2027.0,23.0,506102.0,28,15,0,0,0
2027.0,23.0,506102.0,29,15,1,0,0
2027.0,23.0,506102.0,30,16,0,0,0
2027.0,23.0,506102.0,31,17,0,0,0
2027.0,23.0,506102.0,32,17,1,0,0
2027.0,23.0,506102.0,33,18,0,3,0
2027.0,23.0,506102.0,34,18,1,0,0
2027.0,23.0,506102.0,35,18,1,0,1
3012.0,17.0,336402.0,0,0,0,0,0
3012.0,17.0,336402.0,1,1,0,0,1
3012.0,17.0,336402.0,2,1,1,0,0
3012.0,17.0,336402.0,3,2,1,3,0
3012.0,17.0,336402.0,4,3,0,0,0
3012.0,17.0,336402.0,5,3,1,0,0
3012.0,17.0,336402.0,6,4,0,11,0
3012.0,17.0,336402.0,7,5,0,0,0
3012.0,17.0,336402.0,8,5,1,0,0
3012.0,17.0,336402.0,9,6,0,0,0
3012.0,17.0,336402.0,10,8,0,0,0
3012.0,17.0,336402.0,11,9,0,1,0
3012.0,17.0,336402.0,12,10,0,0,0
3012.0,17.0,336402.0,13,10,1,0,1
3012.0,17.0,336402.0,14,11,1,0,0
3012.0,17.0,336402.0,15,12,0,0,0
3012.0,17.0,336402.0,16,13,0,0,0
3012.0,17.0,336402.0,17,13,1,3,0
3012.0,17.0,336402.0,18,14,0,0,0
3012.0,17.0,336402.0,19,14,1,0,1
3012.0,17.0,336402.0,20,17,0,3,0
3012.0,17.0,336402.0,21,17,1,0,0
3012.0,17.0,336402.0,22,18,0,0,0
3012.0,17.0,336402.0,23,18,0,0,1
3012.0,17.0,336402.0,24,18,0,1,0
3012.0,17.0,336402.0,25,18,0,5,1
3012.0,17.0,336402.0,26,18,0,6,0
3012.0,17.0,336402.0,27,18,0,18,0
3012.0,17.0,336402.0,28,18,1,3,0
3012.0,17.0,336402.0,29,18,1,8,0
1007.0,27.0,712102.0,0,0,1,0,0
1007.0,27.0,712102.0,1,1,1,3,0
1007.0,27.0,712102.0,2,2,1,0,0
1007.0,27.0,712102.0,3,3,0,0,0
1007.0,27.0,712102.0,4,3,0,3,0
1007.0,27.0,712102.0,5,4,0,0,0
1007.0,27.0,712102.0,6,5,0,0,0
1007.0,27.0,712102.0,7,5,1,0,0
1007.0,27.0,712102.0,8,6,0,0,0
1007.0,27.0,712102.0,9,6,1,0,0
1007.0,27.0,712102.0,10,7,0,0,0
1007.0,27.0,712102.0,11,8,1,0,0
1007.0,27.0,712102.0,12,9,0,0,0
1007.0,27.0,712102.0,13,9,1,0,0
1007.0,27.0,712102.0,14,10,0,0,0
1007.0,27.0,712102.0,15,10,1,0,0
1007.0,27.0,712102.0,16,11,0,0,0
1007.0,27.0,712102.0,17,11,1,0,0
1007.0,27.0,712102.0,18,12,0,0,0
1007.0,27.0,712102.0,19,12,1,0,0
1007.0,27.0,712102.0,20,13,1,0,0
1007.0,27.0,712102.0,21,15,0,0,0
1007.0,27.0,712102.0,22,16,0,0,0
1007.0,27.0,712102.0,23,16,1,0,0
1007.0,27.0,712102.0,24,16,1,0,1
1007.0,27.0,712102.0,25,17,0,0,0
1007.0,27.0,712102.0,26,18,0,0,0
1007.0,27.0,712102.0,27,18,0,0,1
1007.0,27.0,712102.0,28,18,1,1,0
1007.0,27.0,712102.0,29,18,1,3,0
5018.0,21.0,420100.0,0,0,0,5,1
5018.0,21.0,420100.0,1,0,1,5,1
5018.0,21.0,420100.0,2,1,0,0,1
5018.0,21.0,420100.0,3,1,1,1,0
5018.0,21.0,420100.0,4,2,0,1,0
5018.0,21.0,420100.0,5,3,0,0,0
5018.0,21.0,420100.0,6,4,0,1,0
5018.0,21.0,420100.0,7,4,1,1,0
5018.0,21.0,420100.0,8,5,0,1,0
5018.0,21.0,420100.0,9,6,0,1,0
5018.0,21.0,420100.0,10,6,1,1,0
5018.0,21.0,420100.0,11,7,0,1,0
5018.0,21.0,420100.0,12,7,1,1,0
5018.0,21.0,420100.0,13,8,0,0,1
5018.0,21.0,420100.0,14,9,0,1,0
5018.0,21.0,420100.0,15,10,0,1,0
5018.0,21.0,420100.0,16,11,0,1,0
5018.0,21.0,420100.0,17,11,1,5,1
5018.0,21.0,420100.0,18,12,1,1,0
5018.0,21.0,420100.0,19,13,0,1,0
5018.0,21.0,420100.0,20,13,1,1,0
5018.0,21.0,420100.0,21,14,0,5,1
5018.0,21.0,420100.0,22,15,0,5,1
5018.0,21.0,420100.0,23,16,0,1,0
5018.0,21.0,420100.0,24,16,0,10,1
5018.0,21.0,420100.0,25,16,1,1,0
5018.0,21.0,420100.0,26,17,0,1,0
5018.0,21.0,420100.0,27,17,1,1,0
5018.0,21.0,420100.0,28,18,0,1,0
5018.0,21.0,420100.0,29,18,1,0,0
5018.0,21.0,420100.0,30,18,1,0,1
5018.0,21.0,420100.0,31,18,1,3,0
5018.0,21.0,420100.0,32,18,1,6,0
5018.0,21.0,420100.0,33,18,1,12,0
4012.0,23.0,508101.0,0,0,1,0,0
4012.0,23.0,508101.0,1,1,1,0,0
4012.0,23.0,508101.0,2,2,1,0,0
4012.0,23.0,508101.0,3,3,0,0,0
4012.0,23.0,508101.0,4,4,0,0,0
4012.0,23.0,508101.0,5,5,0,0,0
4012.0,23.0,508101.0,6,5,1,0,0
4012.0,23.0,508101.0,7,6,0,0,0
4012.0,23.0,508101.0,8,6,1,0,0
4012.0,23.0,508101.0,9,7,0,0,0
4012.0,23.0,508101.0,10,7,1,0,0
4012.0,23.0,508101.0,11,8,0,0,0
4012.0,23.0,508101.0,12,8,1,1,0
4012.0,23.0,508101.0,13,8,1,21,0
4012.0,23.0,508101.0,14,9,0,0,0
4012.0,23.0,508101.0,15,9,1,0,0
4012.0,23.0,508101.0,16,10,0,0,0
4012.0,23.0,508101.0,17,10,1,0,0
4012.0,23.0,508101.0,18,11,0,0,0
4012.0,23.0,508101.0,19,11,1,0,0
4012.0,23.0,508101.0,20,13,0,0,0
4012.0,23.0,508101.0,21,13,1,0,0
4012.0,23.0,508101.0,22,14,0,0,0
4012.0,23.0,508101.0,23,14,1,0,0
4012.0,23.0,508101.0,24,15,0,0,0
4012.0,23.0,508101.0,25,15,1,0,0
4012.0,23.0,508101.0,26,16,0,21,0
4012.0,23.0,508101.0,27,16,1,0,0
4012.0,23.0,508101.0,28,17,0,0,0
4012.0,23.0,508101.0,29,18,0,21,0
4012.0,23.0,508101.0,30,18,1,0,0
4012.0,23.0,508101.0,31,18,1,1,0
4005.0,15.0,820801.0,0,0,0,0,0
4005.0,15.0,820801.0,1,1,1,0,0
4005.0,15.0,820801.0,2,2,0,1,0
4005.0,15.0,820801.0,3,3,0,3,0
4005.0,15.0,820801.0,4,4,0,0,1
4005.0,15.0,820801.0,5,4,1,0,0
4005.0,15.0,820801.0,6,5,0,0,0
4005.0,15.0,820801.0,7,6,0,0,0
4005.0,15.0,820801.0,8,6,1,0,0
4005.0,15.0,820801.0,9,6,1,2,1
4005.0,15.0,820801.0,10,7,1,0,0
4005.0,15.0,820801.0,11,8,0,0,0
4005.0,15.0,820801.0,12,8,1,0,0
4005.0,15.0,820801.0,13,8,1,3,0
4005.0,15.0,820801.0,14,9,0,0,0
4005.0,15.0,820801.0,15,9,1,0,0
4005.0,15.0,820801.0,16,10,0,0,0
4005.0,15.0,820801.0,17,10,1,1,0
4005.0,15.0,820801.0,18,11,0,0,0
4005.0,15.0,820801.0,19,12,0,0,0
4005.0,15.0,820801.0,20,13,0,0,0
4005.0,15.0,820801.0,21,13,1,1,0
4005.0,15.0,820801.0,22,14,0,0,0
4005.0,15.0,820801.0,23,14,1,0,0
4005.0,15.0,820801.0,24,16,0,0,0
4005.0,15.0,820801.0,25,16,1,0,0
4005.0,15.0,820801.0,26,17,0,0,0
4005.0,15.0,820801.0,27,17,0,8,0
4005.0,15.0,820801.0,28,17,1,0,0
4005.0,15.0,820801.0,29,18,0,0,0
4005.0,15.0,820801.0,30,18,0,3,0
4005.0,15.0,820801.0,31,18,0,5,1
4005.0,15.0,820801.0,32,18,0,14,0
4005.0,15.0,820801.0,33,18,1,0,1
4005.0,15.0,820801.0,34,18,1,1,0
4005.0,15.0,820801.0,35,18,1,6,0
4005.0,15.0,820801.0,36,18,1,10,1
4007.0,21.0,408102.0,0,0,0,0,0
4007.0,21.0,408102.0,1,2,1,25,0
4007.0,21.0,408102.0,2,3,0,0,0
4007.0,21.0,408102.0,3,3,1,0,0
4007.0,21.0,408102.0,4,4,1,0,0
4007.0,21.0,408102.0,5,5,0,0,0
4007.0,21.0,408102.0,6,5,1,0,0
4007.0,21.0,408102.0,7,6,0,25,0
4007.0,21.0,408102.0,8,6,1,0,0
4007.0,21.0,408102.0,9,7,0,7,0
4007.0,21.0,408102.0,10,7,1,0,0
4007.0,21.0,408102.0,11,8,0,0,0
4007.0,21.0,408102.0,12,8,1,0,0
4007.0,21.0,408102.0,13,9,0,0,0
4007.0,21.0,408102.0,14,9,1,0,0
4007.0,21.0,408102.0,15,10,0,0,0
4007.0,21.0,408102.0,16,10,1,0,0
4007.0,21.0,408102.0,17,11,0,0,0
4007.0,21.0,408102.0,18,11,1,0,0
4007.0,21.0,408102.0,19,12,0,0,0
4007.0,21.0,408102.0,20,12,1,0,0
4007.0,21.0,408102.0,21,13,0,0,0
4007.0,21.0,408102.0,22,13,0,5,1
4007.0,21.0,408102.0,23,13,1,1,0
4007.0,21.0,408102.0,24,14,0,0,0
4007.0,21.0,408102.0,25,15,0,0,0
4007.0,21.0,408102.0,26,15,1,0,0
4007.0,21.0,408102.0,27,16,0,0,0
4007.0,21.0,408102.0,28,16,1,0,0
4007.0,21.0,408102.0,29,17,0,0,0
4007.0,21.0,408102.0,30,17,1,0,0
4007.0,21.0,408102.0,31,18,0,1,0
4007.0,21.0,408102.0,32,18,0,2,0
4007.0,21.0,408102.0,33,18,1,0,0
4007.0,21.0,408102.0,34,18,1,7,0
4007.0,21.0,408102.0,35,18,1,8,0
4007.0,21.0,408102.0,36,18,1,25,0
2002.0,17.0,315403.0,0,0,0,3,0
2002.0,17.0,315403.0,1,0,1,0,0
2002.0,17.0,315403.0,2,1,0,0,0
2002.0,17.0,315403.0,3,1,1,0,0
2002.0,17.0,315403.0,4,2,0,0,0
2002.0,17.0,315403.0,5,2,1,0,0
2002.0,17.0,315403.0,6,3,0,0,0
2002.0,17.0,315403.0,7,3,1,0,0
2002.0,17.0,315403.0,8,4,0,0,0
2002.0,17.0,315403.0,9,4,1,0,0
2002.0,17.0,315403.0,10,5,1,0,0
2002.0,17.0,315403.0,11,6,0,0,0
2002.0,17.0,315403.0,12,7,0,0,0
2002.0,17.0,315403.0,13,7,0,7,0
2002.0,17.0,315403.0,14,7,1,0,0
2002.0,17.0,315403.0,15,8,0,0,0
2002.0,17.0,315403.0,16,8,1,0,0
2002.0,17.0,315403.0,17,9,0,0,0
2002.0,17.0,315403.0,18,9,1,0,0
2002.0,17.0,315403.0,19,10,0,0,0
2002.0,17.0,315403.0,20,10,1,0,0
2002.0,17.0,315403.0,21,11,1,0,0
2002.0,17.0,315403.0,22,12,0,0,0
2002.0,17.0,315403.0,23,12,1,0,0
2002.0,17.0,315403.0,24,13,0,0,0
2002.0,17.0,315403.0,25,13,1,0,0
2002.0,17.0,315403.0,26,14,0,0,0
2002.0,17.0,315403.0,27,15,1,0,0
2002.0,17.0,315403.0,28,16,0,0,0
2002.0,17.0,315403.0,29,16,1,0,0
2002.0,17.0,315403.0,30,17,0,0,0
2002.0,17.0,315403.0,31,17,1,0,0
2002.0,17.0,315403.0,32,18,0,2,0
2002.0,17.0,315403.0,33,18,0,3,0
2002.0,17.0,315403.0,34,18,1,0,0
1006.0,1.0,13500.0,0,2,1,0,0
1006.0,1.0,13500.0,1,3,0,0,0
1006.0,1.0,13500.0,2,3,1,0,0
1006.0,1.0,13500.0,3,4,0,0,0
1006.0,1.0,13500.0,4,4,1,0,0
1006.0,1.0,13500.0,5,5,1,0,0
1006.0,1.0,13500.0,6,6,0,0,0
1006.0,1.0,13500.0,7,6,1,0,0
1006.0,1.0,13500.0,8,7,0,0,0
1006.0,1.0,13500.0,9,7,1,0,0
1006.0,1.0,13500.0,10,8,0,0,0
1006.0,1.0,13500.0,11,8,1,0,0
1006.0,1.0,13500.0,12,9,1,0,0
1006.0,1.0,13500.0,13,10,0,0,0
1006.0,1.0,13500.0,14,10,1,0,0
1006.0,1.0,13500.0,15,11,0,0,0
1006.0,1.0,13500.0,16,11,1,0,0
1006.0,1.0,13500.0,17,12,0,0,0
1006.0,1.0,13500.0,18,12,1,0,0
1006.0,1.0,13500.0,19,13,0,0,0
1006.0,1.0,13500.0,20,13,0,1,0
1006.0,1.0,13500.0,21,13,0,3,0
1006.0,1.0,13500.0,22,13,1,0,0
1006.0,1.0,13500.0,23,14,0,0,0
1006.0,1.0,13500.0,24,14,1,0,0
1006.0,1.0,13500.0,25,15,0,0,0
1006.0,1.0,13500.0,26,15,0,0,1
1006.0,1.0,13500.0,27,15,0,8,0
1006.0,1.0,13500.0,28,15,1,0,0
1006.0,1.0,13500.0,29,16,0,0,0
1006.0,1.0,13500.0,30,16,1,0,0
1006.0,1.0,13500.0,31,17,0,0,0
1006.0,1.0,13500.0,32,17,1,0,0
1006.0,1.0,13500.0,33,18,0,2,0
1006.0,1.0,13500.0,34,18,0,3,0
1006.0,1.0,13500.0,35,18,0,5,1
1006.0,1.0,13500.0,36,18,1,0,0
1006.0,1.0,13500.0,37,18,1,1,0
2015.0,17.0,317103.0,0,0,1,8,0
2015.0,17.0,317103.0,1,2,0,0,0
2015.0,17.0,317103.0,2,2,1,0,0
2015.0,17.0,317103.0,3,3,0,0,0
2015.0,17.0,317103.0,4,3,1,0,0
2015.0,17.0,317103.0,5,4,1,0,0
2015.0,17.0,317103.0,6,5,1,0,0
2015.0,17.0,317103.0,7,6,0,0,0
2015.0,17.0,317103.0,8,6,1,0,0
2015.0,17.0,317103.0,9,7,0,0,0
2015.0,17.0,317103.0,10,7,1,0,0
2015.0,17.0,317103.0,11,8,0,0,0
2015.0,17.0,317103.0,12,9,0,0,0
2015.0,17.0,317103.0,13,9,1,0,0
2015.0,17.0,317103.0,14,10,1,0,0
2015.0,17.0,317103.0,15,11,1,0,0
2015.0,17.0,317103.0,16,12,0,0,0
2015.0,17.0,317103.0,17,12,1,0,0
2015.0,17.0,317103.0,18,13,0,0,0
2015.0,17.0,317103.0,19,13,1,0,0
2015.0,17.0,317103.0,20,14,0,0,0
2015.0,17.0,317103.0,21,14,1,0,0
2015.0,17.0,317103.0,22,15,0,0,0
2015.0,17.0,317103.0,23,16,0,0,0
2015.0,17.0,317103.0,24,17,0,0,0
2015.0,17.0,317103.0,25,17,1,0,0
2015.0,17.0,317103.0,26,18,0,3,0
2015.0,17.0,317103.0,27,18,1,0,0
2015.0,17.0,317103.0,28,18,1,0,1
4003.0,17.0,383800.0,0,1,0,0,0
4003.0,17.0,383800.0,1,1,1,0,0
4003.0,17.0,383800.0,2,2,0,0,0
4003.0,17.0,383800.0,3,2,1,3,0
4003.0,17.0,383800.0,4,3,1,0,0
4003.0,17.0,383800.0,5,4,0,0,0
4003.0,17.0,383800.0,6,4,1,0,0
4003.0,17.0,383800.0,7,5,0,0,0
4003.0,17.0,383800.0,8,6,0,0,0
4003.0,17.0,383800.0,9,6,1,0,0
4003.0,17.0,383800.0,10,7,0,0,0
4003.0,17.0,383800.0,11,7,1,0,0
4003.0,17.0,383800.0,12,8,0,0,0
4003.0,17.0,383800.0,13,8,1,0,0
4003.0,17.0,383800.0,14,9,0,0,0
4003.0,17.0,383800.0,15,9,1,0,0
4003.0,17.0,383800.0,16,10,0,0,0
4003.0,17.0,383800.0,17,11,0,3,0
4003.0,17.0,383800.0,18,11,1,0,0
4003.0,17.0,383800.0,19,12,0,0,0
4003.0,17.0,383800.0,20,13,1,0,0
4003.0,17.0,383800.0,21,14,0,0,0
4003.0,17.0,383800.0,22,14,1,0,0
4003.0,17.0,383800.0,23,15,0,0,0
4003.0,17.0,383800.0,24,15,1,1,0
4003.0,17.0,383800.0,25,16,0,0,0
4003.0,17.0,383800.0,26,16,1,0,0
4003.0,17.0,383800.0,27,17,0,0,0
4003.0,17.0,383800.0,28,17,1,0,0
4003.0,17.0,383800.0,29,18,0,0,0
4003.0,17.0,383800.0,30,18,0,0,1
4003.0,17.0,383800.0,31,18,1,1,0
4003.0,17.0,383800.0,32,18,1,3,0
4003.0,17.0,383800.0,33,18,1,5,1
6009.0,17.0,333600.0,0,0,0,0,0
6009.0,17.0,333600.0,1,0,1,3,0
6009.0,17.0,333600.0,2,1,0,0,0
6009.0,17.0,333600.0,3,2,0,0,0
6009.0,17.0,333600.0,4,3,0,0,0
6009.0,17.0,333600.0,5,3,0,29,1
6009.0,17.0,333600.0,6,3,1,3,0
6009.0,17.0,333600.0,7,4,0,0,0
6009.0,17.0,333600.0,8,4,0,6,0
6009.0,17.0,333600.0,9,4,1,2,0
6009.0,17.0,333600.0,10,5,0,3,0
6009.0,17.0,333600.0,11,6,0,3,0
6009.0,17.0,333600.0,12,6,1,0,0
6009.0,17.0,333600.0,13,7,0,0,0
6009.0,17.0,333600.0,14,7,1,3,0
6009.0,17.0,333600.0,15,9,0,3,0
6009.0,17.0,333600.0,16,10,0,0,0
6009.0,17.0,333600.0,17,10,1,0,0
6009.0,17.0,333600.0,18,11,0,0,0
6009.0,17.0,333600.0,19,12,0,0,0
6009.0,17.0,333600.0,20,12,1,0,0
6009.0,17.0,333600.0,21,13,1,0,0
6009.0,17.0,333600.0,22,14,0,3,0
6009.0,17.0,333600.0,23,14,1,0,0
6009.0,17.0,333600.0,24,15,0,3,0
6009.0,17.0,333600.0,25,16,0,3,0
6009.0,17.0,333600.0,26,16,1,0,0
6009.0,17.0,333600.0,27,18,0,0,0
6009.0,17.0,333600.0,28,18,0,1,0
6009.0,17.0,333600.0,29,18,0,2,0
6009.0,17.0,333600.0,30,18,0,10,1
6009.0,17.0,333600.0,31,18,0,18,0
6009.0,17.0,333600.0,32,18,1,3,0
6009.0,17.0,333600.0,33,18,1,7,1
6009.0,17.0,333600.0,34,18,1,29,1
3002.0,17.0,334100.0,0,0,1,0,0
3002.0,17.0,334100.0,1,1,0,3,0
3002.0,17.0,334100.0,2,1,1,3,0
3002.0,17.0,334100.0,3,2,0,0,0
3002.0,17.0,334100.0,4,2,1,0,0
3002.0,17.0,334100.0,5,3,0,0,0
3002.0,17.0,334100.0,6,3,1,0,0
3002.0,17.0,334100.0,7,4,0,0,0
3002.0,17.0,334100.0,8,4,1,0,0
3002.0,17.0,334100.0,9,5,0,0,0
3002.0,17.0,334100.0,10,5,1,3,0
3002.0,17.0,334100.0,11,6,0,0,0
3002.0,17.0,334100.0,12,6,1,0,0
3002.0,17.0,334100.0,13,7,0,0,0
3002.0,17.0,334100.0,14,7,1,0,0
3002.0,17.0,334100.0,15,8,1,0,0
3002.0,17.0,334100.0,16,9,0,3,0
3002.0,17.0,334100.0,17,9,1,0,0
3002.0,17.0,334100.0,18,11,0,0,0
3002.0,17.0,334100.0,19,11,0,3,0
3002.0,17.0,334100.0,20,12,0,0,0
3002.0,17.0,334100.0,21,13,0,3,0
3002.0,17.0,334100.0,22,14,0,3,0
3002.0,17.0,334100.0,23,14,1,0,0
3002.0,17.0,334100.0,24,15,0,0,0
3002.0,17.0,334100.0,25,15,1,0,0
3002.0,17.0,334100.0,26,16,1,0,0
3002.0,17.0,334100.0,27,17,0,3,0
3002.0,17.0,334100.0,28,18,1,0,0
3002.0,17.0,334100.0,29,18,1,3,0
3031.0,9.0,216100.0,0,1,1,0,0
3031.0,9.0,216100.0,1,2,1,0,0
3031.0,9.0,216100.0,2,3,0,0,0
3031.0,9.0,216100.0,3,4,1,0,0
3031.0,9.0,216100.0,4,5,0,3,0
3031.0,9.0,216100.0,5,6,0,0,0
3031.0,9.0,216100.0,6,6,1,0,0
3031.0,9.0,216100.0,7,7,0,0,0
3031.0,9.0,216100.0,8,7,1,0,0
